Demand Date-Time,Demand Confirmation Date-Time,Origin Station,Commodity,Wagon Units,Destination Station
09-04-2023 21:50,10-04-2023 05:24,J,CEMT,31,U
15-10-2022 02:08,15-10-2022 13:11,H,CEMT,42,Q
06-03-2023 19:01,07-03-2023 02:38,H,CEMT,31,W
18-08-2023 17:08,19-08-2023 02:37,I,CEMT,31,X
12-04-2023 02:17,12-04-2023 13:10,M,CEMT,24,Q
22-04-2023 10:18,22-04-2023 23:09,L,CEMT,58,Z
18-03-2023 09:25,18-03-2023 18:24,K,CEMT,24,S
01-12-2022 12:15,02-12-2022 02:06,H,CEMT,31,Y
20-05-2023 13:23,20-05-2023 19:41,G,CEMT,31,W
12-05-2023 18:30,13-05-2023 03:09,J,CEMT,21,Q
29-07-2023 04:30,29-07-2023 13:55,O,CEMT,58,X
29-06-2023 17:03,01-07-2023 02:33,C,CEMT,31,P
03-10-2022 03:03,03-10-2022 16:41,N,CEMT,29,W
09-05-2023 05:58,09-05-2023 18:22,D,CEMT,22,P
18-06-2023 15:04,19-06-2023 03:07,A,CEMT,22,Z
21-02-2023 08:47,21-02-2023 18:46,C,CEMT,24,Z
01-03-2023 15:35,01-03-2023 22:45,A,CEMT,21,W
07-08-2023 20:22,08-08-2023 07:13,C,CEMT,58,X
31-12-2022 05:10,31-12-2022 18:05,N,CEMT,42,Q
21-11-2022 09:29,21-11-2022 18:05,C,CEMT,27,Q
18-07-2023 07:17,18-07-2023 15:08,N,CEMT,24,V
19-04-2023 12:43,20-04-2023 01:04,K,CEMT,31,Z
17-02-2023 01:32,17-02-2023 10:12,N,CEMT,24,Q
07-05-2023 14:25,07-05-2023 20:10,I,CEMT,27,X
10-02-2023 22:48,11-02-2023 10:48,G,CEMT,58,P
13-10-2022 00:12,13-10-2022 14:22,K,CEMT,58,R
29-04-2023 19:57,30-04-2023 06:09,C,CEMT,21,T
10-01-2023 07:55,10-01-2023 18:28,C,CEMT,31,Q
01-08-2023 03:31,01-08-2023 10:16,M,CEMT,21,X
30-08-2023 08:36,30-08-2023 21:09,C,CEMT,24,T
08-05-2023 10:54,08-05-2023 19:15,H,CEMT,58,Z
11-07-2023 05:47,11-07-2023 18:57,D,CEMT,24,V
26-05-2023 08:31,26-05-2023 16:19,E,CEMT,29,R
10-10-2022 16:56,11-10-2022 02:57,A,CEMT,58,Z
05-04-2023 03:30,05-04-2023 11:01,K,CEMT,22,W
16-04-2023 04:53,16-04-2023 13:31,G,CEMT,24,P
13-12-2022 13:06,14-12-2022 01:42,J,CEMT,24,P
02-04-2023 01:57,03-04-2023 08:41,L,CEMT,31,Y
14-03-2023 17:09,14-03-2023 23:00,D,CEMT,21,U
07-07-2023 23:46,08-07-2023 06:17,A,CEMT,22,Q
11-08-2023 04:06,11-08-2023 12:33,F,CEMT,24,U
17-03-2023 16:04,18-03-2023 01:20,F,CEMT,29,P
11-01-2023 07:15,11-01-2023 13:11,J,CEMT,27,S
26-12-2022 14:52,27-12-2022 02:42,C,CEMT,29,Y
20-10-2022 10:10,20-10-2022 21:03,I,CEMT,31,S
16-08-2023 00:02,16-08-2023 10:30,F,CEMT,24,U
27-03-2023 07:09,27-03-2023 13:18,H,CEMT,21,R
16-08-2023 18:19,17-08-2023 00:30,K,CEMT,27,Z
07-11-2022 20:43,08-11-2022 05:59,O,CEMT,29,Y
04-08-2023 13:43,06-08-2023 13:14,A,CEMT,31,Q
05-06-2023 08:06,05-06-2023 21:37,H,CEMT,24,Q
12-08-2023 01:37,12-08-2023 15:59,C,CEMT,24,Y
17-06-2023 03:56,17-06-2023 12:46,L,CEMT,29,R
04-10-2022 09:11,04-10-2022 20:32,D,CEMT,27,R
18-06-2023 12:47,19-06-2023 03:15,N,CEMT,27,P
03-07-2023 21:00,04-07-2023 03:51,J,CEMT,29,R
19-06-2023 12:53,19-06-2023 21:18,K,CEMT,21,Q
18-04-2023 23:04,19-04-2023 13:34,B,CEMT,31,W
28-04-2023 01:40,28-04-2023 08:48,D,CEMT,21,Z
24-10-2022 07:02,24-10-2022 18:41,D,CEMT,42,X
07-05-2023 22:01,08-05-2023 08:03,I,CEMT,29,R
11-01-2023 08:38,11-01-2023 14:28,C,CEMT,27,U
25-05-2023 20:51,26-05-2023 05:43,G,CEMT,58,S
09-12-2022 12:20,10-12-2022 01:44,K,CEMT,27,P
03-05-2023 05:58,03-05-2023 16:22,M,CEMT,22,X
22-01-2023 05:13,22-01-2023 14:57,K,CEMT,29,Z
21-03-2023 15:09,22-03-2023 00:58,I,CEMT,58,W
25-08-2023 02:28,25-08-2023 16:20,E,CEMT,24,Q
22-03-2023 02:26,22-03-2023 14:32,M,CEMT,58,Y
13-03-2023 02:45,13-03-2023 15:16,H,CEMT,24,U
20-03-2023 09:33,20-03-2023 16:04,O,CEMT,21,P
19-01-2023 13:51,20-01-2023 02:02,N,CEMT,29,R
16-12-2022 05:25,16-12-2022 17:46,D,CEMT,24,W
15-05-2023 13:40,15-05-2023 22:10,I,CEMT,42,W
02-01-2023 08:11,02-01-2023 15:44,I,CEMT,29,P
01-07-2023 02:23,01-07-2023 15:08,I,CEMT,29,W
28-04-2023 00:42,28-04-2023 08:38,B,CEMT,24,R
11-12-2022 05:47,11-12-2022 20:01,E,CEMT,21,R
02-11-2022 08:51,02-11-2022 16:34,G,CEMT,22,P
28-11-2022 09:01,28-11-2022 17:03,F,CEMT,42,Z
29-12-2022 17:38,30-12-2022 06:44,E,CEMT,42,R
24-11-2022 19:51,25-11-2022 03:06,K,CEMT,27,U
22-05-2023 11:46,23-05-2023 01:42,A,CEMT,22,Z
22-02-2023 13:41,23-02-2023 02:03,F,CEMT,22,Y
19-02-2023 17:59,20-02-2023 02:12,B,CEMT,24,U
29-01-2023 14:18,30-01-2023 00:10,M,CEMT,27,Y
12-03-2023 01:37,12-03-2023 10:16,E,CEMT,22,R
19-10-2022 06:30,19-10-2022 13:47,E,CEMT,42,S
17-02-2023 14:33,18-02-2023 00:20,K,CEMT,22,T
20-11-2022 19:09,21-11-2022 03:28,I,CEMT,58,T
26-08-2023 01:48,26-08-2023 11:21,G,CEMT,27,Q
18-07-2023 05:35,18-07-2023 16:28,C,CEMT,22,Z
10-08-2023 02:23,10-08-2023 10:27,A,CEMT,24,T
20-03-2023 09:44,20-03-2023 22:46,J,CEMT,29,Z
11-10-2022 06:00,11-10-2022 14:13,G,CEMT,24,X
06-04-2023 20:35,07-04-2023 10:01,A,CEMT,24,T
31-10-2022 19:07,01-11-2022 07:42,F,CEMT,29,P
23-07-2023 22:24,24-07-2023 09:42,O,CEMT,31,R
02-03-2023 04:48,02-03-2023 10:39,E,CEMT,42,X
21-05-2023 21:18,22-05-2023 10:24,A,CEMT,24,S
31-08-2023 20:55,01-09-2023 09:15,O,CEMT,29,X
09-10-2022 07:24,09-10-2022 19:28,K,CEMT,31,Z
04-02-2023 01:05,04-02-2023 07:45,N,CEMT,24,X
30-07-2023 10:42,30-07-2023 19:28,F,CEMT,31,V
29-08-2023 01:32,29-08-2023 08:38,G,CEMT,27,Y
29-05-2023 13:22,30-05-2023 02:47,I,CEMT,22,W
24-08-2023 11:41,25-08-2023 00:50,B,CEMT,22,S
07-11-2022 22:41,08-11-2022 10:01,L,CEMT,29,Q
11-03-2023 03:37,11-03-2023 15:25,E,CEMT,31,Q
06-12-2022 05:21,06-12-2022 13:35,N,CEMT,24,W
01-03-2023 16:22,01-03-2023 23:49,H,CEMT,21,X
22-08-2023 03:46,22-08-2023 17:41,A,CEMT,42,V
06-10-2022 04:52,06-10-2022 11:32,K,CEMT,42,Z
20-10-2022 17:59,21-10-2022 08:11,I,CEMT,27,Y
02-03-2023 14:36,02-03-2023 22:44,L,CEMT,24,T
25-06-2023 18:32,26-06-2023 02:24,F,CEMT,58,Y
22-04-2023 13:09,22-04-2023 21:23,K,CEMT,21,S
27-01-2023 13:34,27-01-2023 23:21,N,CEMT,22,S
25-02-2023 15:31,26-02-2023 01:12,M,CEMT,24,U
07-10-2022 20:17,08-10-2022 09:59,J,CEMT,31,Z
05-03-2023 14:41,05-03-2023 20:44,H,CEMT,42,X
27-03-2023 02:07,27-03-2023 15:33,D,CEMT,24,V
01-11-2022 21:04,02-11-2022 09:03,I,CEMT,29,Q
20-03-2023 23:32,21-03-2023 06:36,J,CEMT,24,Y
05-04-2023 22:10,06-04-2023 10:20,D,CEMT,27,Z
03-10-2022 20:34,05-10-2022 14:15,E,CEMT,42,W
11-06-2023 11:55,12-06-2023 00:14,A,CEMT,31,P
20-04-2023 16:17,21-04-2023 00:18,D,CEMT,29,W
22-06-2023 17:45,23-06-2023 02:55,G,CEMT,27,W
13-07-2023 01:46,13-07-2023 15:57,L,CEMT,21,S
28-12-2022 14:20,28-12-2022 20:08,J,CEMT,27,X
07-12-2022 17:09,08-12-2022 07:38,H,CEMT,22,V
02-06-2023 07:38,02-06-2023 21:47,C,CEMT,29,S
15-11-2022 15:39,15-11-2022 21:12,D,CEMT,58,X
03-01-2023 03:11,03-01-2023 14:14,F,CEMT,31,U
23-01-2023 03:14,23-01-2023 16:53,I,CEMT,58,Y
28-06-2023 23:31,29-06-2023 11:51,B,CEMT,31,U
06-08-2023 23:26,07-08-2023 09:25,C,CEMT,21,P
15-11-2022 23:02,16-11-2022 09:16,O,CEMT,58,W
11-05-2023 15:48,12-05-2023 03:35,A,CEMT,22,X
08-06-2023 02:57,08-06-2023 10:32,L,CEMT,29,Q
12-03-2023 18:34,13-03-2023 09:00,J,CEMT,24,R
22-10-2022 12:54,22-10-2022 20:32,C,CEMT,21,W
31-08-2023 14:39,31-08-2023 23:20,A,CEMT,31,U
10-10-2022 11:55,10-10-2022 22:22,L,CEMT,42,Q
02-04-2023 08:58,02-04-2023 15:07,C,CEMT,21,S
04-04-2023 09:55,04-04-2023 16:02,B,CEMT,27,S
11-08-2023 09:32,11-08-2023 15:16,I,CEMT,27,P
18-07-2023 00:18,18-07-2023 09:22,B,CEMT,29,Z
29-11-2022 06:43,29-11-2022 15:40,O,CEMT,22,V
04-04-2023 11:55,05-04-2023 01:04,G,CEMT,31,W
14-05-2023 00:16,14-05-2023 10:43,M,CEMT,31,V
15-10-2022 12:20,15-10-2022 19:56,D,CEMT,42,R
18-04-2023 21:55,19-04-2023 06:57,M,CEMT,22,Q
06-02-2023 23:50,07-02-2023 12:31,M,CEMT,42,W
12-08-2023 02:06,12-08-2023 15:07,A,CEMT,42,R
20-01-2023 11:53,20-01-2023 22:40,B,CEMT,29,T
19-11-2022 18:02,20-11-2022 09:59,K,CEMT,24,T
29-06-2023 18:12,30-06-2023 01:02,N,CEMT,24,W
07-07-2023 17:13,08-07-2023 06:57,K,CEMT,58,V
11-11-2022 05:01,11-11-2022 16:39,H,CEMT,24,X
09-10-2022 22:29,10-10-2022 11:13,K,CEMT,58,Y
10-05-2023 15:11,11-05-2023 00:14,K,CEMT,29,Y
12-11-2022 01:44,12-11-2022 10:11,L,CEMT,58,R
